time,q_b_Lh,tau_b_Lh,action_b_Lh,target_q_b_Lh,q_Lh_Ll,tau_Lh_Ll,action_Lh_Ll,target_q_Lh_Ll,q_Ll_Ll1,tau_Ll_Ll1,action_Ll_Ll1,target_q_Ll_Ll1,q_Ll1_Ll2,tau_Ll1_Ll2,action_Ll1_Ll2,target_q_Ll1_Ll2,q_Ll2_La,tau_Ll2_La,action_Ll2_La,target_q_Ll2_La,q_La_Lf,tau_La_Lf,action_La_Lf,target_q_La_Lf,q_b_Rh,tau_b_Rh,action_b_Rh,target_q_b_Rh,q_Rh_Rl,tau_Rh_Rl,action_Rh_Rl,target_q_Rh_Rl,q_Rl_Rl1,tau_Rl_Rl1,action_Rl_Rl1,target_q_Rl_Rl1,q_Rl1_Rl2,tau_Rl1_Rl2,action_Rl1_Rl2,target_q_Rl1_Rl2,q_Rl2_Ra,tau_Rl2_Ra,action_Rl2_Ra,target_q_Rl2_Ra,q_Ra_Rf,tau_Ra_Rf,action_Ra_Rf,target_q_Ra_Rf,omega_x,omega_y,omega_z,roll,pitch,yaw
0.0,0.3,0.0,0.0,-0.17664524,0.0,0.0,0.0,0.25161681,0.0,0.0,0.0,-0.17770737,-0.6,0.0,0.0,0.71781813,0.3,0.0,0.0,-0.52460949,0.0,0.0,0.0,-0.05332261,-0.3,0.0,0.0,0.40215212,0.0,0.0,0.0,0.03831701,0.0,0.0,0.0,0.07115698,0.6,0.0,0.0,-0.28513715,-0.3,0.0,0.0,0.31968073,0.0,0.0,0.0,0.01950281,0.0,0.0,0.0,0.0,0.0,3.141592653589793
0.02,-0.1516139471292283,35.32313221134478,0.0,-0.247115392,0.022366525226094666,19.43255969671013,0.0,0.15409639400000003,-0.043033626325812945,-2.516828369793286,0.0,-0.073720178,-0.0025859795456859708,10.27133449248089,0.0,0.666700738,0.015651027074186873,6.020023012384069,0.0,-0.338831002,-0.03708795226220761,1.623447273785322,0.0,-0.034948106,0.09416682185657113,-0.4367910285242189,0.0,0.27847152799999997,0.015993681873708334,-0.6293847226099754,0.0,0.07958694599999999,0.020028771846208597,-1.9446622241173248,0.0,0.04069426799999999,0.12174011102018274,4.18267950964718,0.0,-0.396893886,-0.07085441331447037,-3.7286085959857402,0.0,0.167436538,0.00857243756281476,0.28435773121165353,0.0,0.008379714,-1.208677176163554,-2.848026731485257,-0.18350198239608406,-0.009900123263288948,-0.11649363578001469,3.1334515895908885
0.04,-0.29226288803800327,6.6206658372583185,0.0,-0.2573026944,0.08723403477203777,-0.16862131099195832,0.0,0.1033022388,-0.06108823024784599,-0.0779553024414592,0.0,-0.0371823876,0.38945415688766394,0.7590826048291532,0.0,0.6261889396,-0.17519102854771423,0.41929861335620977,0.0,-0.3037246324,-0.03609066294483072,-0.019375163257012613,0.0,-0.0305681732,0.23251278007802725,0.6733708291441314,0.0,0.25257931359999997,0.06502419558856432,-3.2315524311224486,0.0,0.058392549200000005,0.03340843384637953,0.3822082012554392,0.0,0.0325035736,-0.1986156040101961,2.6980415127383353,0.0,-0.4458325452,0.06054431581167095,0.14512150677316438,0.0,0.1942703716,0.008239934748471803,-0.06012761056856372,0.0,-0.06393293720000001,-1.6112922393247564,3.4222525410508133,0.9737273260254049,-0.043264685962320346,-0.09403533397465579,-3.1381061803859334
0.06,-0.2469035843614482,-6.79650246508316,0.0,-0.25096577168,0.1376568038705349,-6.176015573298616,0.0,0.023991854175999996,-0.05908509014687994,2.050680496721538,0.0,-0.05378738576,0.5634448687800525,-5.456122392979027,0.0,0.60040151592,-0.23390110929753044,-0.660111886162587,0.0,-0.31495476728000005,-0.02530508242548613,-0.1766000312557569,0.0,-0.08473964152,0.2338323813538558,3.226523023805311,0.0,0.39661036592,0.08665602701281303,-2.9038245263653604,0.0,-0.09365243416,0.02576405846375323,1.0902723140812545,0.0,0.006604071409599999,-0.3784787953022486,5.512607017398781,0.0,-0.9332958610400001,0.1171995236173111,1.2341631680191143,0.0,0.59055477592,-0.04737938224623196,-0.03700123284044082,0.0,-0.04221392208000001,-0.3370038768750067,3.5831888474684934,0.9981802283653796,-0.06264750556088462,-0.015830211307292123,-3.1204205531000055
0.08,-0.19982567598850168,-9.752135984534691,0.0,-0.258178138336,0.09333379370715884,-0.6326304373283369,0.0,0.0173551308352,-0.06938455993933963,1.3115863413751692,0.0,-0.026749397152,0.6230025999305105,-5.030055444728797,0.0,0.668102031184,-0.26390539123612455,-0.2964556103265501,0.0,-0.358383809456,-0.06845636671256838,-0.04304812098903038,0.0,-0.182723344304,0.35400279282063707,-4.533113245226437,0.0,0.646669257184,0.012573150543011332,-0.9512568318157051,0.0,-0.086674254832,0.0011686811865920788,1.0784820995295092,0.0,0.04320807028192,-0.7295966915492265,6.045801279443687,0.0,-1.370076380208,0.3567830713934657,0.5999715886086836,0.0,0.782701779184,-0.037181826880658485,-0.06950845303970371,0.0,0.012351455584000002,2.155625566137083,2.133180716035112,1.1239432883133884,-0.03305043735895805,0.03126403102089244,-3.0940892169525562
0.1,-0.21057897790858582,-4.014151752932382,0.0,-0.28877068366720005,0.030716395924008405,3.329976734327626,0.0,-0.07607608583296001,-0.036870273867317026,-1.9819428858000772,0.0,-0.0536273514304,0.6729973397121136,-3.6436340219481496,0.0,0.6305537182368,-0.3045787392177724,-0.5815106616076537,0.0,-0.42488882589120003,-0.16627939926089003,0.3094288397682228,0.0,-0.2409198368608,0.5488369220289476,-5.766190665951884,0.0,0.6745785794368,-0.08079819196936146,6.853032799665343,0.0,-0.0821404509664,0.048593764053218316,-5.338561649129668,0.0,0.037067694056384,-1.1226155927296722,4.948997949874379,0.0,-1.3527987240416,0.6030994686314867,1.174417986507823,0.0,0.5658244758368,-0.0016588493034316466,0.2582363298287226,0.0,0.024223195116800003,2.114675405076191,0.7714267643017685,0.9807618166565576,0.018332507497524478,0.044173751395567847,-3.0656171189565558
0.12,-0.2148639177766295,-6.860220441767286,0.0,-0.32910765673344,-0.013838956260395035,-3.5399914676783157,0.0,-0.080305145166592,-0.05271654899447291,1.6498445543425913,0.0,-0.05804739828608001,0.6798913275325918,-4.0918415167922655,0.0,0.60379456764736,-0.3530676578008468,-0.39983216314626535,0.0,-0.44124386117824,-0.22838489045791832,0.00987322372715771,0.0,-0.20719881537216,0.6499307954284032,-3.8418649644311333,0.0,0.63503181988736,-0.13556699497428207,8.220548500439438,0.0,-0.03757425019328,0.07879554189389457,-5.607767548082583,0.0,0.0404993868112768,-1.3051878869915976,6.90075807246977,0.0,-1.3689363368083198,0.5661916641435513,2.1471646814962053,0.0,0.43311856716735997,0.009551601756735214,0.27036784756053595,0.0,-0.002642672976640001,0.8381203636819317,0.7488939421217748,-0.1545491002430044,0.048955139487190776,0.05965572434105273,-3.059040944846839
0.14,-0.23276159955547024,-7.008532420586558,0.0,-0.320590499346688,-0.020426461204216113,-6.204984732191191,0.0,-0.0362238370333184,-0.06896970043854514,2.5654900090911044,0.0,-0.061244239657215996,0.6618558781935229,-3.568777115665219,0.0,0.602784137529472,-0.3902292755477323,-0.25598291110156524,0.0,-0.448088212235648,-0.20786693172941162,-0.16320269762704195,0.0,-0.219215899074432,0.6753503960872198,-4.6721374414026355,0.0,0.6404319159774721,-0.12137928115009665,4.96747695464437,0.0,-0.044248738038656,0.0806684236263841,-3.31358785200682,0.0,0.033748109362255356,-1.3584267664814722,1.6827241626949445,0.0,-1.352456179361664,0.4895547854245091,1.182586619947711,0.0,0.436415873433472,-0.006926888435185219,0.17120968799445457,0.0,-0.015704974595328,-0.28277095206359526,0.40920713685490523,-0.911759542951945,0.05058615946082344,0.07170488111811425,-3.0696141773416157
0.16,-0.26761838529360643,-1.5860246936722695,0.0,-0.3101067558693376,-0.010740293457497486,-3.2440141951994477,0.0,-0.03459399940666368,-0.07284516219235182,1.2619653393792534,0.0,-0.07155300793144319,0.6331399814971739,-0.1421727129665955,0.0,0.6158321795058944,-0.41836164889491634,0.2921401559785566,0.0,-0.43068530644712966,-0.21415462883740785,-0.0876752360384376,0.0,-0.21460113181488638,0.6667043962111984,-1.2962835895253781,0.0,0.6209147191954945,-0.0799462119635618,-0.19929657800413914,0.0,-0.059080875607731204,0.057691382825261935,0.2695505177138249,0.0,0.01976638187245107,-1.3638354521246212,0.7195124849571939,0.0,-1.271929547872333,0.45649111855631114,0.4392059769329755,0.0,0.4461946066866944,-0.01585078101582604,-0.007707070391186293,0.0,-0.0263519069190656,-0.4779891230196763,0.2631733161111154,-1.3681355611819528,0.03910771819987257,0.07931500546793732,-3.0931779195454285
0.18,-0.30451536526225287,2.9030076360883816,0.0,-0.3075679511738675,-0.013238886971118625,-1.2192306668690551,0.0,-0.059331903881332734,-0.077953601463704,0.7032721452744054,0.0,-0.07303983358628863,0.6088334272495913,2.4238868804706,0.0,0.6160577799011788,-0.43133700583428664,0.6789991963360498,0.0,-0.454972749289426,-0.2112246219245472,-0.08872269594474132,0.0,-0.18639282636297727,0.6319758080085344,2.4223350474895162,0.0,0.596260183839099,-0.05296349088826915,-2.467183812424941,0.0,-0.04295281512154624,0.023577527196104394,2.325889525439768,0.0,0.0019385563744902124,-1.3257219459156868,0.9860398198866545,0.0,-1.2575059335744665,0.442017032147925,0.18684736296595386,0.0,0.4747952973373389,-0.021760469954119187,-0.1167832253127109,0.0,-0.04568906138381312,-0.2283331825472364,0.5116605830172574,-1.4971798104036635,0.028220975563423616,0.08951296659957547,-3.1241084465886564
