time,q_b_Lh,tau_b_Lh,action_b_Lh,target_q_b_Lh,q_Lh_Ll,tau_Lh_Ll,action_Lh_Ll,target_q_Lh_Ll,q_Ll_Ll1,tau_Ll_Ll1,action_Ll_Ll1,target_q_Ll_Ll1,q_Ll1_Ll2,tau_Ll1_Ll2,action_Ll1_Ll2,target_q_Ll1_Ll2,q_Ll2_La,tau_Ll2_La,action_Ll2_La,target_q_Ll2_La,q_La_Lf,tau_La_Lf,action_La_Lf,target_q_La_Lf,q_b_Rh,tau_b_Rh,action_b_Rh,target_q_b_Rh,q_Rh_Rl,tau_Rh_Rl,action_Rh_Rl,target_q_Rh_Rl,q_Rl_Rl1,tau_Rl_Rl1,action_Rl_Rl1,target_q_Rl_Rl1,q_Rl1_Rl2,tau_Rl1_Rl2,action_Rl1_Rl2,target_q_Rl1_Rl2,q_Rl2_Ra,tau_Rl2_Ra,action_Rl2_Ra,target_q_Rl2_Ra,q_Ra_Rf,tau_Ra_Rf,action_Ra_Rf,target_q_Ra_Rf,omega_x,omega_y,omega_z,roll,pitch,yaw
0.0,0.3,0.0,0.0,0.17664524,0.0,0.0,0.0,-0.25161681,0.0,0.0,0.0,0.17770737,-0.6,0.0,0.0,-0.71781813,0.3,0.0,0.0,0.52460949,0.0,0.0,0.0,0.05332261,-0.3,0.0,0.0,-0.40215212,0.0,0.0,0.0,-0.03831701,0.0,0.0,0.0,-0.07115698,0.6,0.0,0.0,0.28513715,-0.3,0.0,0.0,-0.31968073,0.0,0.0,0.0,-0.01950281,0.0,0.0,0.0,0.0,0.0,3.141592653589793
0.02,0.2930588367670916,-9.492099895484513,0.0,0.247115392,-0.045317244336753215,-13.834977354695656,0.0,-0.15409639400000003,0.11154493882082495,-3.699517472054147,0.0,0.073720178,-0.6453113452659829,-3.952648084359848,0.0,-0.666700738,0.4002833518454602,-0.21276676419586416,0.0,0.338831002,0.04990363683848405,-0.5498930493277725,0.0,0.034948106,-0.26275020622320444,-17.502424036178237,0.0,-0.27847152799999997,-0.006155195863602241,-1.6783864872934777,0.0,-0.07958694599999999,0.00026628435462898274,-5.362391421900421,0.0,-0.04069426799999999,0.5370988408928514,-17.802986201162135,0.0,0.396893886,-0.2737334586933206,-4.885938007591162,0.0,-0.167436538,-0.01499408106568177,-0.24898953872916252,0.0,-0.008379714,0.5630060803182101,-0.00394668702773559,-0.7738181833738047,0.002519607601112702,-0.00453345547835728,-3.1408290337689118
0.04,0.2752460100560784,-1.658449619561381,0.0,0.2573026944,-0.1102885325938843,2.087459680646142,0.0,-0.1033022388,0.09134617137059353,0.5397980339612158,0.0,0.0371823876,-0.6558710386043466,-0.5604612071522636,0.0,-0.6261889396,0.372328246436694,0.4106892885710838,0.0,0.3037246324,0.03889188439299691,0.06492134721100545,0.0,0.0305681732,-0.24534433790306018,-3.4695810723935927,0.0,-0.25257931359999997,-0.032723168229628716,-1.7778649700066733,0.0,-0.058392549200000005,-0.03063170362912541,1.8367995608447079,0.0,-0.0325035736,0.4638397892416673,-1.026661227385576,0.0,0.4458325452,-0.2237250420814628,-0.4605412482210789,0.0,-0.1942703716,0.008611088925995264,-0.7058251404258871,0.0,0.06393293720000001,1.010887938794689,0.689515456579981,-1.321204538919762,0.02078248119048953,0.003677583813084246,3.1178659696622257
0.06,0.25757979897949435,1.43948306427613,0.0,0.25096577168,-0.15636630147458355,8.26887878699613,0.0,-0.023991854175999996,0.04693165305537933,1.803923102331072,0.0,0.05378738576,-0.6396150393286596,0.1656780950573793,0.0,-0.60040151592,0.3396560162330179,-0.007056142515879715,0.0,0.31495476728000005,0.024618188552187562,0.236437511641855,0.0,0.08473964152,-0.2602398688758468,2.2537793228100957,0.0,-0.39661036592,-0.05339544001723389,0.1975975659495285,0.0,0.09365243416,-0.03359757870203398,0.025917079547316146,0.0,-0.006604071409599999,0.44272775150465365,1.4447227748176783,0.0,0.9332958610400001,-0.20634142528069332,-0.20028796707248964,0.0,-0.59055477592,0.052769338934826285,0.0011103384988888632,0.0,0.04221392208000001,0.20229376466364402,0.6614390993284707,-1.33080874312829,0.03365319515791256,0.018440819729237837,3.09007446937652
0.08,0.24205044733400222,4.062785896128071,0.0,0.258178138336,-0.151057841454498,8.704483254098346,0.0,-0.0173551308352,0.03633202484528652,1.5094061569965889,0.0,0.026749397152,-0.6186560361248029,0.6184111212769365,0.0,-0.668102031184,0.33486871191457995,-0.49679066566402985,0.0,0.358383809456,0.06239815508040264,0.2209051206658691,0.0,0.182723344304,-0.39277081071270864,6.765817433349562,0.0,-0.646669257184,-0.01788184628905012,4.408531388972554,0.0,0.086674254832,-0.0265527391527193,0.619240977778776,0.0,-0.04320807028192,0.7259603838558939,-1.1009238907067562,0.0,1.370076380208,-0.37555445611867,0.4067473895612288,0.0,-0.782701779184,0.032856836418054196,0.214279477436999,0.0,-0.012351455584000002,-1.6882660750185488,-0.06819838326361088,-1.4306322659271833,0.021252327120218233,0.03520077958637943,3.054025596534427
0.1,0.2478088136957782,2.0005474052440686,0.0,0.28877068366720005,-0.10284683718084438,3.0412641746540876,0.0,0.07607608583296001,0.023947079483366895,0.5482821626755944,0.0,0.0536273514304,-0.650616672757423,0.5433107958116574,0.0,-0.6305537182368,0.34678724088950436,0.06700024414925498,0.0,0.42488882589120003,0.15757119443976503,-0.01974887557792171,0.0,0.2409198368608,-0.5597140903042105,2.141188546229108,0.0,-0.6745785794368,0.06598049340404344,-6.150669573600959,0.0,0.0821404509664,-0.028824328994170992,-2.5783904068456405,0.0,-0.037067694056384,1.140327418129451,-8.763727038771012,0.0,1.3527987240416,-0.5641982261532604,1.1629118362826691,0.0,-0.5658244758368,-0.0030005141526820447,-0.09041157975137987,0.0,-0.024223195116800003,-1.7077570593204168,0.20644462028615185,-1.4387511273461722,-0.009821908839387066,0.049135717177414946,3.019045811824144
0.12,0.24301126416123667,3.978303209677497,0.0,0.32910765673344,-0.026824490391595898,2.6054206484831166,0.0,0.080305145166592,0.03628441449709128,0.2537940370437932,0.0,0.05804739828608001,-0.6539360016109168,1.7138671714183467,0.0,-0.60379456764736,0.37892799519640846,0.48570686189496515,0.0,0.44124386117824,0.22225573594801776,-0.032838420799134904,0.0,0.20719881537216,-0.6287704719073286,-0.33319682819689955,0.0,-0.63503181988736,0.14692989113183386,-12.69245252727819,0.0,0.03757425019328,-0.0033173130077765248,-5.849699255858812,0.0,-0.0404993868112768,1.3259975115019922,-6.534684072805078,0.0,1.3689363368083198,-0.5800037824565643,0.6924775761536939,0.0,-0.43311856716735997,-0.009965997749455164,-0.38201179419035214,0.0,0.002642672976640001,-2.1676045186586426,0.9801485193933712,-0.7786175535960844,-0.05415337743971186,0.060160320674837904,2.996352049822503
0.14,0.26272794403646504,3.9211674871608597,0.0,0.320590499346688,0.03693579449357643,-0.18404467556958792,0.0,0.0362238370333184,0.05165744610159185,-0.3988216229036604,0.0,0.061244239657215996,-0.6344319557681122,1.0028346594216488,0.0,-0.602784137529472,0.4019436549774592,0.5519667105754817,0.0,0.448088212235648,0.21067593728735876,-0.019525386200037728,0.0,0.219215899074432,-0.6582850042298831,3.6884409962124156,0.0,-0.6404319159774721,0.16497768855250947,-11.43810762937942,0.0,0.044248738038656,0.015393381642956562,-6.086185926613165,0.0,-0.033748109362255356,1.3686399609089466,-1.127999286130601,0.0,1.352456179361664,-0.5186700944053455,0.42072848655535644,0.0,-0.436415873433472,0.01598641892731054,-0.44229451666303604,0.0,0.015704974595328,-1.0437692522975408,1.3897871058881575,0.025404529803617945,-0.08701492763344346,0.0849684600095534,2.9877042772313187
0.16,0.2935825169525982,-0.27387921601255094,0.0,0.3101067558693376,0.05794525720617792,-2.7634580157859796,0.0,0.03459399940666368,0.06267894667634352,-0.6232938324667479,0.0,0.07155300793144319,-0.6134114416886556,-0.6142071447309045,0.0,-0.6158321795058944,0.42131681058728593,0.06416797682958042,0.0,0.43068530644712966,0.22118874214155565,-0.09237688614463138,0.0,0.21460113181488638,-0.6578493096187905,1.0437665460627108,0.0,-0.6209147191954945,0.11996787412102695,-1.8244598674902202,0.0,0.059080875607731204,0.0023012576417552975,-1.3353731542251732,0.0,-0.01976638187245107,1.3615554192348323,0.39278091115052693,0.0,1.271929547872333,-0.480662931363759,-0.05672074496782997,0.0,-0.4461946066866944,0.022585238471820233,-0.1087563958415097,0.0,0.0263519069190656,0.018273568347615926,1.2599673314746274,0.33059197258808604,-0.09514220381799186,0.1121053871982691,2.989886709522241
0.18,0.3194610321293605,-3.0381712488154085,0.0,0.3075679511738675,0.06082601608086663,-2.7616560686822598,0.0,0.059331903881332734,0.07119274607225673,-0.4085231058913851,0.0,0.07303983358628863,-0.6067886281357989,-1.1640257180237223,0.0,-0.6160577799011788,0.42778588189453826,-0.21551334389329618,0.0,0.454972749289426,0.21795029518577014,-0.062367929390227214,0.0,0.18639282636297727,-0.626040401322955,-2.5536575775851196,0.0,-0.596260183839099,0.06104036076267185,4.9501090401746985,0.0,0.04295281512154624,-0.020183978152984516,2.0493171132858294,0.0,-0.0019385563744902124,1.3078041943317713,1.667980213837522,0.0,1.2575059335744665,-0.4617954986108503,-0.6494310120708541,0.0,-0.4747952973373389,0.02262295123514815,0.12913532034659164,0.0,0.04568906138381312,-0.02686077705463827,0.8801472098237404,0.2458585777157988,-0.0952221402383721,0.13230558969404052,2.9955579750821473
0.2,0.33143846251443915,-3.046499286978445,0.0,0.3011547742347735,0.06777615520037453,-1.851674358317676,0.0,0.09417806077626655,0.0730563231285493,-0.1494905625377765,0.0,0.07781425471725772,-0.6047547202297627,-1.1795642632343926,0.0,-0.6101216919802358,0.4438342144621758,-0.377667061031698,0.0,0.4639930298578852,0.19255725453065595,-0.005365417458130656,0.0,0.17417030127259547,-0.5953197268341437,-2.3215856227987004,0.0,-0.5911693247678198,0.014921182244662571,6.126022054870738,0.0,0.03244435502430924,-0.024729958168066238,2.38466497001356,0.0,0.0035356567251019575,1.2668011860680872,1.346424864410948,0.0,1.2271415627148932,-0.462896835960745,-0.49349947261625193,0.0,-0.47020173946746774,0.03579493681170056,0.14591115242558683,0.0,0.03898751627676263,-0.3114933333821021,0.5794500414797128,-0.09827819319616066,-0.09870799279496546,0.1458273682113222,2.9964033401087433
0.22,0.3303415874956259,-2.6577888192340717,0.0,0.2980276988469547,0.08907403344333947,-1.9484432342174414,0.0,0.12651990015525333,0.07593592308593543,-0.18409400969850287,0.0,0.08322213094345154,-0.6011936952347897,-1.0634816084695937,0.0,-0.5995898823960472,0.4564069775788385,-0.238415161915287,0.0,0.474450413971577,0.17755767492407298,-0.023257007985632197,0.0,0.1835888442545191,-0.5742209974806046,-3.0069422904412058,0.0,-0.573814304953564,-0.0027207568456406885,4.186258748004573,0.0,0.025512271004861847,-0.019569424051657205,1.7127231802328498,0.0,0.005025715345020392,1.2431953685330528,0.015888634629187104,0.0,1.1995270405429785,-0.4627529374185105,-0.41876054328006435,0.0,-0.46556693989349357,0.03372061098276844,0.11848288382322705,0.0,0.03659659125535252,-0.749767666932403,0.540782217799316,-0.5268024364139906,-0.11181706583323563,0.15520191267618794,2.9889449575546077
0.24,0.32117382115802035,-1.5004496312877904,0.0,0.3010971237693909,0.1204475377141716,-2.4127444114706957,0.0,0.16657443603105068,0.08121654658637023,-0.31930868291760445,0.0,0.07726764218869031,-0.5954233831544592,-0.6954745796511124,0.0,-0.5918852084792094,0.4663447233806002,-0.083461102567574,0.0,0.49454294679431543,0.18346164287820235,-0.06750534676359647,0.0,0.1922212888509038,-0.5601247445768315,-2.1044460959382727,0.0,-0.5509862529907128,0.0002943047671424057,1.8561502645080084,0.0,0.01584310220097237,-0.010336379979522022,0.6737020368678184,0.0,0.00909739106900408,1.2189329859294236,-0.026913239440175207,0.0,1.1757037921085955,-0.46200581014230524,-0.26496614556335885,0.0,-0.4850885639786987,0.03384134634513976,0.040837750679512286,0.0,0.0353763422510705,-0.9380123718479789,0.5674494058761215,-0.818152250865816,-0.13258097342535588,0.16339437033174736,2.973968020680384
0.26,0.3102829236021549,-0.08397553354691767,0.0,0.3071585111538782,0.1544209035188097,-1.7772573405921022,0.0,0.18933878320621012,0.07921474515815483,-0.1965320689099793,0.0,0.06011096147773806,-0.5920489488899657,-0.0745794384594484,0.0,-0.5815502464958419,0.4800055994231209,-0.02129486762844901,0.0,0.5055165773588631,0.1915089930399803,-0.06189051220551206,0.0,0.18496074737018078,-0.5497617979876434,-0.6158194139984643,0.0,-0.5218180721981426,0.008727221150214926,-0.013363644199072322,0.0,0.004080277952194473,0.0018357316616162897,-0.2550401783255348,0.0,0.007217894733800817,1.1918328337537782,0.4620161029646006,0.0,1.161063278421719,-0.4723955388969424,-0.056847325151838324,0.0,-0.5476379487957397,0.03524973157721735,-0.02536302234218047,0.0,0.025361006370214097,-0.923558413728784,0.6096107694681189,-0.8967351327795899,-0.15555640911513202,0.1715506889668745,2.955124110742628
